episode, score
1,80.0
2,46.6666666667
3,66.6666666667
4,53.3333333333
5,60.0
6,60.0
7,26.6666666667
8,60.0
9,46.6666666667
10,66.6666666667
11,53.3333333333
12,66.6666666667
13,53.3333333333
14,53.3333333333
15,46.6666666667
16,46.6666666667
17,60.0
18,86.6666666667
19,53.3333333333
20,60.0
21,46.6666666667
22,46.6666666667
23,66.6666666667
24,60.0
25,46.6666666667
26,46.6666666667
27,73.3333333333
28,46.6666666667
29,46.6666666667
30,53.3333333333
31,53.3333333333
32,46.6666666667
33,73.3333333333
34,46.6666666667
35,53.3333333333
36,73.3333333333
37,53.3333333333
38,53.3333333333
39,60.0
40,53.3333333333
41,60.0
42,46.6666666667
43,86.6666666667
44,26.6666666667
45,60.0
46,73.3333333333
47,53.3333333333
48,60.0
49,26.6666666667
50,60.0
51,46.6666666667
52,73.3333333333
53,66.6666666667
54,46.6666666667
55,26.6666666667
56,80.0
57,53.3333333333
58,46.6666666667
59,46.6666666667
60,66.6666666667
61,53.3333333333
62,46.6666666667
63,26.6666666667
64,60.0
65,60.0
66,60.0
67,53.3333333333
68,53.3333333333
69,46.6666666667
70,53.3333333333
71,73.3333333333
72,46.6666666667
73,46.6666666667
74,46.6666666667
75,46.6666666667
76,46.6666666667
77,73.3333333333
78,53.3333333333
79,66.6666666667
80,66.6666666667
81,46.6666666667
82,53.3333333333
83,53.3333333333
84,53.3333333333
85,60.0
86,53.3333333333
87,53.3333333333
88,86.6666666667
89,46.6666666667
90,53.3333333333
91,53.3333333333
92,53.3333333333
93,53.3333333333
94,60.0
95,73.3333333333
96,53.3333333333
97,93.3333333333
98,60.0
99,46.6666666667
100,46.6666666667
101,53.3333333333
102,93.3333333333
103,53.3333333333
104,46.6666666667
105,46.6666666667
106,53.3333333333
107,80.0
108,73.3333333333
109,60.0
110,60.0
111,53.3333333333
112,53.3333333333
113,46.6666666667
114,26.6666666667
115,93.3333333333
116,53.3333333333
117,73.3333333333
118,46.6666666667
119,60.0
120,60.0
121,80.0
122,46.6666666667
123,53.3333333333
124,46.6666666667
125,53.3333333333
126,26.6666666667
127,46.6666666667
128,46.6666666667
129,53.3333333333
130,53.3333333333
131,46.6666666667
132,53.3333333333
133,46.6666666667
134,60.0
135,53.3333333333
136,73.3333333333
137,46.6666666667
138,46.6666666667
139,53.3333333333
140,60.0
141,53.3333333333
142,53.3333333333
143,53.3333333333
144,60.0
145,53.3333333333
146,53.3333333333
147,66.6666666667
148,86.6666666667
149,60.0
150,73.3333333333
151,46.6666666667
152,60.0
153,73.3333333333
154,80.0
155,46.6666666667
156,86.6666666667
157,26.6666666667
158,53.3333333333
159,60.0
160,53.3333333333
161,53.3333333333
162,46.6666666667
163,73.3333333333
164,46.6666666667
165,53.3333333333
166,73.3333333333
167,46.6666666667
168,46.6666666667
169,60.0
170,46.6666666667
171,53.3333333333
172,46.6666666667
173,53.3333333333
174,46.6666666667
175,53.3333333333
176,60.0
177,53.3333333333
178,66.6666666667
179,46.6666666667
180,60.0
181,46.6666666667
182,86.6666666667
183,26.6666666667
184,73.3333333333
185,60.0
186,46.6666666667
187,26.6666666667
188,46.6666666667
189,26.6666666667
190,60.0
191,86.6666666667
192,46.6666666667
193,46.6666666667
194,53.3333333333
195,46.6666666667
196,46.6666666667
197,86.6666666667
198,60.0
199,46.6666666667
200,46.6666666667
201,26.6666666667
202,60.0
203,26.6666666667
204,46.6666666667
205,46.6666666667
206,53.3333333333
207,53.3333333333
208,46.6666666667
209,60.0
210,46.6666666667
211,46.6666666667
212,46.6666666667
213,73.3333333333
214,46.6666666667
215,53.3333333333
216,60.0
217,73.3333333333
218,46.6666666667
219,60.0
220,60.0
221,53.3333333333
222,60.0
223,80.0
224,46.6666666667
225,26.6666666667
226,60.0
227,53.3333333333
228,53.3333333333
229,60.0
230,53.3333333333
231,53.3333333333
232,60.0
233,60.0
234,46.6666666667
235,60.0
236,26.6666666667
237,86.6666666667
238,53.3333333333
239,80.0
240,53.3333333333
241,73.3333333333
242,80.0
243,53.3333333333
244,60.0
245,46.6666666667
246,53.3333333333
247,46.6666666667
248,53.3333333333
249,46.6666666667
250,46.6666666667
251,73.3333333333
252,26.6666666667
253,53.3333333333
254,53.3333333333
255,46.6666666667
256,46.6666666667
257,60.0
258,46.6666666667
259,80.0
260,53.3333333333
261,73.3333333333
262,53.3333333333
263,60.0
264,66.6666666667
265,60.0
266,80.0
267,46.6666666667
268,26.6666666667
269,73.3333333333
270,46.6666666667
271,53.3333333333
272,53.3333333333
273,53.3333333333
274,53.3333333333
275,53.3333333333
276,46.6666666667
277,60.0
278,46.6666666667
279,26.6666666667
280,93.3333333333
281,60.0
282,53.3333333333
283,53.3333333333
284,46.6666666667
285,60.0
286,53.3333333333
287,46.6666666667
288,73.3333333333
289,53.3333333333
290,46.6666666667
291,46.6666666667
292,46.6666666667
293,60.0
294,53.3333333333
295,66.6666666667
296,46.6666666667
297,46.6666666667
298,53.3333333333
299,53.3333333333
300,66.6666666667
301,46.6666666667
302,60.0
303,53.3333333333
304,60.0
305,46.6666666667
306,53.3333333333
307,46.6666666667
308,73.3333333333
309,53.3333333333
310,53.3333333333
311,46.6666666667
312,80.0
313,53.3333333333
314,93.3333333333
315,86.6666666667
316,60.0
317,53.3333333333
318,53.3333333333
319,46.6666666667
320,60.0
321,46.6666666667
322,60.0
323,53.3333333333
324,53.3333333333
325,73.3333333333
326,60.0
327,73.3333333333
328,53.3333333333
329,53.3333333333
330,60.0
331,53.3333333333
332,46.6666666667
333,46.6666666667
334,46.6666666667
335,46.6666666667
336,60.0
337,46.6666666667
338,60.0
339,53.3333333333
340,46.6666666667
341,46.6666666667
342,53.3333333333
343,53.3333333333
344,46.6666666667
345,53.3333333333
346,53.3333333333
347,53.3333333333
348,53.3333333333
349,73.3333333333
350,73.3333333333
351,46.6666666667
352,53.3333333333
353,46.6666666667
354,53.3333333333
355,46.6666666667
356,53.3333333333
357,60.0
358,46.6666666667
359,60.0
360,66.6666666667
361,46.6666666667
362,86.6666666667
363,93.3333333333
364,53.3333333333
365,46.6666666667
366,53.3333333333
367,66.6666666667
368,26.6666666667
369,46.6666666667
370,53.3333333333
371,60.0
372,53.3333333333
373,66.6666666667
374,60.0
375,80.0
376,46.6666666667
377,93.3333333333
378,26.6666666667
379,46.6666666667
380,53.3333333333
381,26.6666666667
382,26.6666666667
383,46.6666666667
384,26.6666666667
385,60.0
