episode, score
1,53.3333333333
2,46.6666666667
3,66.6666666667
4,46.6666666667
5,86.6666666667
6,53.3333333333
7,53.3333333333
8,60.0
9,46.6666666667
10,53.3333333333
11,60.0
12,53.3333333333
13,60.0
14,66.6666666667
15,46.6666666667
16,53.3333333333
17,53.3333333333
18,46.6666666667
19,46.6666666667
20,53.3333333333
21,60.0
22,60.0
23,80.0
24,46.6666666667
25,86.6666666667
26,46.6666666667
27,53.3333333333
28,46.6666666667
29,53.3333333333
30,46.6666666667
31,73.3333333333
32,26.6666666667
33,73.3333333333
34,53.3333333333
35,73.3333333333
36,53.3333333333
37,46.6666666667
38,26.6666666667
39,73.3333333333
40,53.3333333333
41,66.6666666667
42,60.0
43,46.6666666667
44,46.6666666667
45,93.3333333333
46,53.3333333333
47,66.6666666667
48,46.6666666667
49,46.6666666667
50,53.3333333333
51,53.3333333333
52,60.0
53,60.0
54,53.3333333333
55,46.6666666667
56,46.6666666667
57,60.0
58,53.3333333333
59,60.0
60,60.0
61,60.0
62,53.3333333333
63,46.6666666667
64,46.6666666667
65,66.6666666667
66,53.3333333333
67,46.6666666667
68,46.6666666667
69,53.3333333333
70,73.3333333333
71,53.3333333333
72,60.0
73,60.0
74,53.3333333333
75,66.6666666667
76,53.3333333333
77,66.6666666667
78,53.3333333333
79,60.0
80,60.0
81,46.6666666667
82,53.3333333333
83,53.3333333333
84,46.6666666667
85,46.6666666667
86,46.6666666667
87,46.6666666667
88,60.0
89,60.0
90,46.6666666667
91,66.6666666667
92,60.0
93,53.3333333333
94,46.6666666667
95,46.6666666667
96,53.3333333333
97,73.3333333333
98,73.3333333333
99,46.6666666667
100,73.3333333333
101,66.6666666667
102,60.0
103,53.3333333333
104,53.3333333333
105,46.6666666667
106,60.0
107,53.3333333333
108,26.6666666667
109,60.0
110,80.0
111,53.3333333333
112,66.6666666667
113,60.0
114,53.3333333333
115,60.0
116,53.3333333333
117,93.3333333333
118,46.6666666667
119,73.3333333333
120,46.6666666667
121,53.3333333333
122,86.6666666667
123,53.3333333333
124,53.3333333333
125,46.6666666667
126,46.6666666667
127,46.6666666667
128,26.6666666667
129,53.3333333333
130,73.3333333333
131,80.0
132,73.3333333333
133,53.3333333333
134,46.6666666667
135,53.3333333333
136,73.3333333333
137,93.3333333333
138,53.3333333333
139,86.6666666667
140,53.3333333333
141,46.6666666667
142,60.0
143,46.6666666667
144,46.6666666667
145,53.3333333333
146,60.0
147,73.3333333333
148,60.0
149,66.6666666667
150,53.3333333333
151,53.3333333333
152,53.3333333333
153,60.0
154,60.0
155,60.0
156,60.0
157,93.3333333333
158,53.3333333333
159,46.6666666667
160,80.0
161,60.0
162,53.3333333333
163,60.0
164,53.3333333333
165,46.6666666667
166,46.6666666667
167,53.3333333333
168,53.3333333333
169,46.6666666667
170,26.6666666667
171,46.6666666667
172,73.3333333333
173,53.3333333333
174,66.6666666667
175,53.3333333333
176,66.6666666667
177,53.3333333333
178,73.3333333333
179,46.6666666667
180,53.3333333333
181,46.6666666667
182,66.6666666667
183,53.3333333333
184,73.3333333333
185,53.3333333333
186,73.3333333333
187,46.6666666667
188,46.6666666667
189,60.0
190,46.6666666667
191,53.3333333333
192,26.6666666667
193,53.3333333333
194,53.3333333333
195,53.3333333333
196,53.3333333333
197,86.6666666667
198,26.6666666667
199,53.3333333333
200,26.6666666667
201,60.0
202,73.3333333333
203,86.6666666667
204,53.3333333333
205,53.3333333333
206,53.3333333333
207,46.6666666667
208,26.6666666667
209,46.6666666667
210,46.6666666667
211,46.6666666667
212,60.0
213,46.6666666667
214,86.6666666667
215,46.6666666667
216,53.3333333333
217,46.6666666667
218,66.6666666667
219,53.3333333333
220,73.3333333333
221,53.3333333333
222,46.6666666667
223,53.3333333333
224,66.6666666667
225,73.3333333333
226,60.0
227,60.0
228,53.3333333333
229,46.6666666667
230,60.0
231,46.6666666667
232,53.3333333333
233,60.0
234,53.3333333333
235,46.6666666667
236,73.3333333333
237,53.3333333333
238,46.6666666667
239,53.3333333333
240,53.3333333333
241,86.6666666667
242,26.6666666667
243,60.0
244,26.6666666667
245,80.0
246,46.6666666667
247,53.3333333333
248,73.3333333333
249,60.0
250,66.6666666667
251,53.3333333333
252,60.0
253,53.3333333333
254,46.6666666667
255,46.6666666667
256,46.6666666667
257,53.3333333333
258,60.0
259,53.3333333333
260,60.0
261,86.6666666667
262,53.3333333333
263,46.6666666667
264,60.0
265,26.6666666667
266,53.3333333333
267,73.3333333333
268,46.6666666667
269,66.6666666667
270,46.6666666667
271,73.3333333333
272,53.3333333333
273,26.6666666667
274,53.3333333333
275,53.3333333333
276,60.0
277,60.0
278,26.6666666667
279,60.0
280,46.6666666667
281,53.3333333333
282,93.3333333333
283,73.3333333333
284,46.6666666667
285,53.3333333333
286,46.6666666667
287,73.3333333333
288,46.6666666667
289,60.0
290,60.0
291,46.6666666667
292,73.3333333333
293,60.0
294,46.6666666667
295,60.0
296,53.3333333333
297,73.3333333333
298,46.6666666667
299,46.6666666667
300,73.3333333333
301,46.6666666667
302,46.6666666667
303,73.3333333333
304,53.3333333333
305,53.3333333333
306,53.3333333333
307,80.0
308,53.3333333333
309,53.3333333333
310,53.3333333333
311,46.6666666667
312,73.3333333333
313,53.3333333333
314,46.6666666667
315,26.6666666667
316,60.0
317,46.6666666667
318,46.6666666667
319,60.0
320,66.6666666667
321,53.3333333333
322,66.6666666667
323,46.6666666667
324,53.3333333333
325,60.0
326,53.3333333333
327,60.0
328,46.6666666667
329,46.6666666667
330,60.0
331,66.6666666667
332,60.0
333,60.0
334,53.3333333333
335,53.3333333333
336,26.6666666667
337,73.3333333333
338,46.6666666667
339,53.3333333333
340,46.6666666667
341,60.0
342,73.3333333333
343,60.0
344,60.0
345,86.6666666667
346,66.6666666667
347,46.6666666667
348,46.6666666667
349,53.3333333333
350,53.3333333333
351,53.3333333333
352,53.3333333333
353,60.0
354,46.6666666667
355,60.0
356,53.3333333333
357,46.6666666667
358,66.6666666667
359,26.6666666667
360,53.3333333333
361,86.6666666667
362,53.3333333333
363,80.0
364,60.0
365,73.3333333333
366,73.3333333333
367,60.0
368,46.6666666667
369,46.6666666667
370,46.6666666667
371,73.3333333333
372,46.6666666667
373,46.6666666667
374,66.6666666667
375,26.6666666667
376,46.6666666667
377,46.6666666667
378,53.3333333333
379,46.6666666667
380,53.3333333333
381,46.6666666667
382,46.6666666667
383,73.3333333333
384,46.6666666667
385,86.6666666667
386,60.0
387,46.6666666667
388,46.6666666667
389,46.6666666667
390,73.3333333333
391,46.6666666667
392,60.0
393,46.6666666667
394,53.3333333333
395,53.3333333333
396,53.3333333333
397,53.3333333333
398,46.6666666667
399,73.3333333333
400,46.6666666667
401,46.6666666667
402,53.3333333333
403,66.6666666667
404,26.6666666667
405,53.3333333333
406,46.6666666667
407,53.3333333333
408,73.3333333333
409,53.3333333333
410,46.6666666667
411,46.6666666667
412,53.3333333333
413,60.0
414,60.0
415,46.6666666667
416,73.3333333333
417,53.3333333333
418,60.0
419,46.6666666667
420,46.6666666667
421,53.3333333333
422,46.6666666667
423,60.0
424,53.3333333333
425,73.3333333333
426,73.3333333333
427,80.0
428,46.6666666667
429,93.3333333333
430,53.3333333333
431,53.3333333333
432,73.3333333333
433,86.6666666667
434,46.6666666667
435,53.3333333333
436,53.3333333333
437,46.6666666667
438,53.3333333333
439,66.6666666667
440,53.3333333333
441,60.0
442,46.6666666667
443,53.3333333333
444,60.0
445,46.6666666667
446,60.0
447,46.6666666667
448,53.3333333333
449,66.6666666667
450,53.3333333333
451,60.0
452,46.6666666667
453,73.3333333333
454,53.3333333333
455,46.6666666667
456,46.6666666667
457,53.3333333333
458,60.0
459,73.3333333333
460,60.0
461,53.3333333333
462,53.3333333333
463,53.3333333333
464,46.6666666667
465,53.3333333333
466,53.3333333333
467,46.6666666667
468,53.3333333333
469,60.0
470,53.3333333333
471,53.3333333333
472,60.0
473,53.3333333333
474,86.6666666667
475,60.0
476,66.6666666667
477,46.6666666667
478,53.3333333333
479,26.6666666667
480,53.3333333333
481,26.6666666667
482,53.3333333333
483,60.0
484,73.3333333333
485,46.6666666667
486,46.6666666667
487,60.0
488,60.0
489,26.6666666667
490,73.3333333333
491,66.6666666667
492,26.6666666667
493,46.6666666667
494,93.3333333333
495,26.6666666667
496,46.6666666667
497,73.3333333333
498,73.3333333333
499,60.0
500,26.6666666667
501,80.0
502,60.0
503,73.3333333333
504,73.3333333333
505,46.6666666667
506,46.6666666667
507,53.3333333333
508,46.6666666667
509,53.3333333333
510,60.0
511,46.6666666667
512,53.3333333333
513,60.0
514,46.6666666667
515,60.0
516,60.0
517,46.6666666667
518,60.0
519,73.3333333333
520,26.6666666667
521,53.3333333333
522,53.3333333333
523,53.3333333333
524,73.3333333333
525,60.0
526,53.3333333333
527,53.3333333333
528,46.6666666667
529,53.3333333333
530,60.0
531,60.0
532,66.6666666667
533,60.0
534,46.6666666667
535,26.6666666667
536,46.6666666667
537,86.6666666667
538,60.0
539,73.3333333333
540,53.3333333333
541,86.6666666667
542,60.0
543,53.3333333333
544,53.3333333333
545,66.6666666667
546,80.0
547,46.6666666667
548,66.6666666667
549,73.3333333333
550,73.3333333333
551,46.6666666667
552,26.6666666667
553,46.6666666667
554,86.6666666667
555,46.6666666667
556,60.0
557,53.3333333333
558,53.3333333333
559,46.6666666667
560,53.3333333333
561,53.3333333333
562,46.6666666667
563,60.0
564,60.0
565,53.3333333333
566,26.6666666667
567,26.6666666667
568,80.0
569,46.6666666667
570,73.3333333333
571,66.6666666667
572,53.3333333333
573,60.0
574,66.6666666667
575,60.0
576,46.6666666667
577,53.3333333333
578,53.3333333333
579,73.3333333333
580,53.3333333333
581,46.6666666667
582,66.6666666667
583,53.3333333333
584,53.3333333333
585,53.3333333333
586,46.6666666667
587,46.6666666667
588,46.6666666667
589,93.3333333333
590,26.6666666667
591,46.6666666667
592,46.6666666667
593,26.6666666667
