episode, score
1,73.3333333333
2,53.3333333333
3,73.3333333333
4,60.0
5,46.6666666667
6,73.3333333333
7,46.6666666667
8,46.6666666667
9,26.6666666667
10,46.6666666667
11,53.3333333333
12,53.3333333333
13,73.3333333333
14,53.3333333333
15,73.3333333333
16,53.3333333333
17,53.3333333333
18,73.3333333333
19,73.3333333333
20,53.3333333333
21,53.3333333333
22,60.0
23,60.0
24,53.3333333333
25,46.6666666667
26,46.6666666667
27,46.6666666667
28,66.6666666667
29,46.6666666667
30,53.3333333333
31,66.6666666667
32,53.3333333333
33,73.3333333333
34,53.3333333333
35,80.0
36,46.6666666667
37,46.6666666667
38,60.0
39,73.3333333333
40,26.6666666667
41,53.3333333333
42,73.3333333333
43,46.6666666667
44,53.3333333333
45,46.6666666667
46,46.6666666667
47,46.6666666667
48,73.3333333333
49,53.3333333333
50,46.6666666667
51,73.3333333333
52,53.3333333333
53,53.3333333333
54,26.6666666667
55,46.6666666667
56,46.6666666667
57,53.3333333333
58,60.0
59,46.6666666667
60,73.3333333333
61,46.6666666667
62,53.3333333333
63,46.6666666667
64,60.0
65,46.6666666667
66,46.6666666667
67,73.3333333333
68,66.6666666667
69,46.6666666667
70,46.6666666667
71,60.0
72,60.0
73,53.3333333333
74,46.6666666667
75,46.6666666667
76,73.3333333333
77,53.3333333333
78,26.6666666667
79,46.6666666667
80,46.6666666667
81,46.6666666667
82,53.3333333333
83,53.3333333333
84,53.3333333333
85,60.0
86,46.6666666667
87,73.3333333333
88,53.3333333333
89,80.0
90,66.6666666667
91,53.3333333333
92,46.6666666667
93,53.3333333333
94,66.6666666667
95,26.6666666667
96,73.3333333333
97,80.0
98,73.3333333333
99,53.3333333333
100,80.0
101,73.3333333333
102,60.0
103,53.3333333333
104,46.6666666667
105,73.3333333333
106,46.6666666667
107,80.0
108,53.3333333333
109,86.6666666667
110,46.6666666667
111,66.6666666667
112,60.0
113,46.6666666667
114,53.3333333333
115,46.6666666667
116,53.3333333333
117,73.3333333333
118,73.3333333333
119,53.3333333333
120,53.3333333333
121,53.3333333333
122,73.3333333333
123,46.6666666667
124,93.3333333333
125,53.3333333333
126,73.3333333333
